0;101638
1;97646
2;99597
3;100031
4;99955
5;100034
6;100035
7;99954
8;100035
9;99954
10;100087
11;99987
12;99947
13;100017
14;99954
15;100032
16;99972
17;100017
18;99972
19;100017
20;100052
21;99937
22;100052
23;99937
24;100051
25;99937
26;100052
27;100017
28;99972
29;100017
30;99972
31;100017
32;99972
33;100017
34;100052
35;99937
36;100052
37;99937
38;100052
39;99936
40;100052
41;100018
42;99971
43;100017
44;99972
45;100017
46;99972
47;100017
48;99972
49;100017
50;100082
51;99994
52;99930
53;100034
54;99954
55;100033
56;99971
57;100017
58;99972
59;100017
60;100052
61;99937
62;100052
63;99937
64;100052
65;99937
66;100052
67;99937
68;100051
69;100018
70;99971
71;100017
72;99972
73;100017
74;99972
75;100017
76;100052
77;99937
78;100052
79;99937
80;100052
81;99937
82;100052
83;100017
84;99971
85;100018
86;99971
87;100017
88;99972
89;100017
90;100082
91;99980
92;99926
93;100035
94;99954
95;100032
96;100035
97;99954
98;100035
99;99954
100;100034
101;99955
102;100034
103;100035
104;99954
105;100035
106;99954
107;100034
108;99955
109;100034
110;100035
111;99954
112;100035
113;99954
114;100034
115;99955
116;100034
117;100035
118;99954
119;100035
120;99954
121;100034
122;99955
123;100034
124;99955
125;100034
126;100035
127;99954
128;100035
129;99954
130;100064
131;100313
132;99664
133;99947
134;100034
135;99952
136;100052
137;100017
138;99972
139;100017
140;99972
141;100017
142;99971
143;100018
144;99971
145;101060
146;99691
147;99448
148;100045
149;100794
150;99515
151;99651
152;100035
153;99957
154;100029
155;99957
156;100035
157;99954
158;100035
159;100034
160;99954
161;100035
162;99954
163;100035
164;99954
165;100035
166;100034
167;99954
168;100035
169;99954
170;100075
171;99994
172;99982
173;99954
174;100035
175;99952
176;100034
177;99955
178;100034
179;100035
180;99954
181;100035
182;99954
183;100034
184;99955
185;100034
186;100035
187;99954
188;100035
189;99954
190;100034
191;99955
192;100034
193;100035
194;99954
195;100035
196;99954
197;100034
198;99955
199;100034
200;99955
201;100034
202;100035
203;99954
204;100034
205;99955
206;100034
207;99955
208;100034
209;100035
210;99994
211;100030
212;99946
213;100032
214;99957
215;100030
216;99957
217;100034
218;99954
219;100035
220;100029
221;99957
222;100035
223;99954
224;100034
225;99955
226;100034
227;99955
228;100034
229;100037
230;99955
231;100034
232;99954
233;100035
234;99954
235;100035
236;100034
237;99955
238;100034
239;99955
240;100034
241;99954
242;100035
243;100034
244;99955
245;100034
246;99955
247;100034
248;99954
249;100035
250;100075
251;99949
252;99946
253;100035
254;99954
255;100032
256;100035
257;99954
258;100035
259;99954
260;100035
261;99954
262;100035
263;100034
264;99954
265;100035
266;99954
267;100035
268;99954
269;100035
270;100034
271;99954
272;100035
273;99954
274;100035
275;99954
276;100035
277;99954
278;100034
279;100035
280;99954
281;100035
282;99954
283;100035
284;99954
285;100034
286;100035
287;99954
288;100035
289;99954
290;100075
291;100029
292;99947
293;99952
294;100037
295;99949
296;100037
297;100035
298;99954
299;100035
300;99954
301;100034
302;99955
303;100034
304;99955
305;100034
306;100035
307;99954
308;100034
309;99955
310;100034
311;99955
312;100034
313;100035
314;99954
315;100035
316;99954
317;100034
318;99955
319;100034
320;100035
321;99954
322;100035
323;99954
324;100034
325;99955
326;100034
327;100035
328;99954
329;100035
330;99994
331;100027
332;99949
333;100035
334;99954
335;100032
336;99954
337;100035
338;99954
339;100035
340;100049
341;99955
342;100034
343;99955
344;100034
345;99954
346;100035
347;99954
348;100035
349;99954
350;100035
351;100034
352;99954
353;100035
354;99954
355;100035
356;99954
357;100035
358;100034
359;99954
360;100035
361;99954
362;100035
363;99954
364;100035
365;100034
366;99955
367;100034
368;99954
369;100035
370;99994
371;100030
372;99946
373;100035
374;99954
375;100032
376;99955
377;100034
378;100035
379;99954
380;100035
381;99954
382;100034
383;99955
384;100034
385;100035
386;99954
387;100035
388;99954
389;100035
390;99954
391;100034
392;100035
393;99954
394;100035
395;99954
396;100035
397;99954
398;100034
399;99955
400;100034
401;100035
402;99954
403;100035
404;99954
405;100034
406;99955
407;100034
408;100035
409;99954
410;100075
411;99949
412;100027
413;99952
414;100037
415;99949
416;100037
417;99955
418;100034
419;100035
420;99954
421;100034
422;99955
423;100034
424;99955
425;100034
426;99954
427;100035
428;100034
429;99955
430;100034
431;99955
432;100034
433;99954
434;100035
435;100034
436;99955
437;100034
438;99955
439;100034
440;99954
441;100035
442;100035
443;99954
444;100034
445;99955
446;100034
447;99955
448;100034
449;100035
450;99994
451;100029
452;99947
453;99954
454;100035
455;100032
456;99954
457;100035
458;99954
459;100035
460;99954
461;100035
462;100034
463;99954
464;100035
465;99954
466;100035
467;99954
468;100035
469;100034
470;99955
471;100034
472;99954
473;100035
474;99954
475;100035
476;100032
477;99954
478;100034
479;99955
480;100034
481;99955
482;100034
483;99954
484;100035
485;100037
486;99954
487;100035
488;99954
489;100035
490;99994
491;100030
492;99946
493;100033
494;99956
495;100030
496;100037
497;99954
498;100035
499;99954
500;100035
501;99954
502;100034
503;99955
504;100034
505;100035
506;99954
507;100035
508;99954
509;100034
510;99955
511;100034
512;100035
513;99954
514;100035
515;99954
516;100034
517;99955
518;100034
519;100035
520;99954
521;100035
522;99954
523;100035
524;99954
525;100034
526;100035
527;99954
528;100035
529;99954
530;100075
531;99949
532;100027
533;99954
534;100035
535;99952
536;100034
537;99954
538;100035
539;100034
540;99955
541;100034
542;99955
543;100034
544;99954
545;100035
546;100035
547;99954
548;100034
549;99955
550;100034
551;99955
552;100034
553;100035
554;99954
555;100034
556;99955
557;100034
558;99955
559;100034
560;99954
561;100035
562;100034
563;99955
564;100034
565;99955
566;100034
567;99954
568;100035
569;100034
570;99995
571;100029
572;99947
573;100032
574;99957
575;100029
576;99957
577;100035
578;99954
579;100035
580;100034
581;99955
582;100034
583;99954
584;100035
585;99954
586;100035
587;99954
588;100035
589;100034
590;99954
591;100035
592;99954
593;100035
594;99954
595;100035
596;100047
597;99957
598;100034
599;99954
600;100035
601;99954
602;100035
603;99954
604;100035
605;99954
606;100034
607;100035
608;99954
609;100035
610;99994
611;100030
612;99946
613;100032
614;99957
615;100030
616;99957
617;100034
618;100035
619;99954
620;100035
621;99954
622;100034
623;99955
624;100034
625;100035
626;99954
627;100035
628;99954
629;100034
630;99955
631;100034
632;99955
633;100034
634;100035
635;99954
636;100034
637;99955
638;100034
639;99955
640;100034
641;100035
642;99954
643;100034
644;99955
645;100034
646;99955
647;100034
648;100035
649;99954
650;100075
651;99946
652;99950
653;100034
654;100035
655;99952
656;100034
657;99954
658;100035
659;99954
660;100035
661;100034
662;99955
663;100034
664;99954
665;100035
666;99954
667;100035
668;100034
669;99955
670;100034
671;99954
672;100035
673;99954
674;100035
675;100034
676;99955
677;100034
678;99955
679;100034
680;99954
681;100035
682;99954
683;100035
684;100034
685;99955
686;100034
687;99954
688;100035
689;99954
690;100075
691;100029
692;99947
693;99952
694;100037
695;100029
696;99957
697;100035
698;99954
699;100035
700;99954
701;100035
702;100034
703;99954
704;100035
705;99954
706;100035
707;99954
708;100035
709;99954
710;100034
711;100035
712;99954
713;100035
714;99954
715;100035
716;99954
717;100034
718;100035
719;100252
720;99754
721;99954
722;100035
723;99952
724;100035
725;99954
726;100034
727;99955
728;100034
729;100035
730;99994
731;100042
732;99932
733;100032
734;99957
735;100029
736;99957
737;100034
738;99955
739;100034
740;100035
741;99957
742;100034
743;99955
744;100034
745;99954
746;100035
747;100035
748;99954
749;100034
750;99955
751;100034
752;99955
753;100034
754;99954
755;100035
756;100034
757;99955
758;100034
759;99955
760;100034
761;99954
762;100035
763;100034
764;99955
765;100034
766;99955
767;100034
768;99954
769;100035
770;100075
771;99959
772;99937
773;100034
774;99954
775;100030
776;100037
777;99954
778;100035
779;99954
780;100035
781;99954
782;100035
783;100034
784;99954
785;100035
786;99954
787;100035
788;99954
789;100035
790;100034
791;99954
792;100035
793;99954
794;100035
795;99954
796;100035
797;100034
798;99954
799;100035
800;99954
801;100035
802;99954
803;100035
804;99954
805;100035
806;100034
807;99954
808;100035
809;99954
810;100075
811;100039
812;99937
813;99952
814;100037
815;99949
816;100037
817;100035
818;99954
819;100035
820;99954
821;100034
822;99955
823;100034
824;100035
825;99954
826;100035
827;99954
828;100035
829;99954
830;100034
831;99955
832;100034
833;100035
834;99954
835;100035
836;99954
837;100034
838;99955
839;100034
840;100035
841;99954
842;100035
843;99954
844;100034
845;99955
846;100034
847;100035
848;99954
849;100035
850;99994
851;100042
852;99934
853;100035
854;99954
855;100030
856;99957
857;100034
858;99954
859;100035
860;100034
861;99955
862;100034
863;99955
864;100034
865;99954
866;100035
867;100034
868;99955
869;100034
870;99955
871;100034
872;99954
873;100035
874;100034
875;99955
876;100034
877;99955
878;100034
879;99954
880;100035
881;100035
882;99954
883;100034
884;99955
885;100034
886;99955
887;100034
888;99954
889;100035
890;100074
891;99960
892;99936
893;100033
894;100036
895;99950
896;100037
897;99954
898;100035
899;99954
900;100035
901;100034
902;99954
903;100035
904;99954
905;100035
906;99954
907;100035
908;99954
909;100035
910;100034
911;99954
912;100035
913;99954
914;100035
915;99954
916;100035
917;100034
918;99954
919;100035
920;99954
921;100035
922;99954
923;100035
924;100034
925;99954
926;100035
927;99954
928;100035
929;99954
930;100075
931;100039
932;99937
933;99954
934;100035
935;99952
936;100034
937;100035
938;99954
939;100035
940;99954
941;100034
942;99955
943;100034
944;100035
945;99954
946;100035
947;99954
948;100034
949;99955
950;100034
951;100035
952;99954
953;100035
954;99954
955;100034
956;99955
957;100034
958;100035
959;99954
960;100035
961;99954
962;100035
963;99954
964;100034
965;99955
966;100034
967;100035
968;99954
969;100035
970;99994
971;100085
972;99931
973;100022
974;99814
975;100017
976;99954
977;100033
978;99954
979;100034
980;99955
981;100034
982;100035
983;99954
984;100035
985;99954
986;100035
987;99954
988;100032
989;100024
990;99965
991;100024
992;99964
993;100025
994;99964
995;100025
996;99967
997;100034
998;100035
999;99954
1000;100035
1001;99954
1002;100034
1003;99955
1004;100034
1005;100035
1006;99954
1007;100035
1008;99954
1009;100034
1010;99990
1011;100029
1012;99935
1013;100034
1014;99954
1015;100032
1016;100035
1017;99954
1018;100035
1019;99954
1020;100035
1021;99954
1022;100034
1023;99955
1024;100034
1025;100035
1026;99954
1027;100035
1028;99954
1029;100034
1030;99955
1031;100034
1032;100035
1033;99954
1034;100035
1035;99954
1036;100034
1037;99955
1038;100034
1039;100035
1040;99954
1041;100035
1042;99954
1043;100034
1044;99955
1045;100034
1046;100035
1047;99954
1048;100035
1049;99954
1050;100087
1051;99950
1052;100031
1053;99955
1054;100034
1055;99952
1056;100035
1057;99954
1058;100035
1059;100034
1060;99954
1061;100035
1062;99954
1063;100035
1064;99954
1065;100035
1066;100034
1067;99955
1068;100034
1069;99954
1070;100035
1071;99954
1072;100035
1073;99954
1074;100035
1075;100034
1076;99954
1077;100035
1078;99954
1079;100035
1080;99954
