0;0
1;5454015
2;5337821
3;5275338
4;5203304
5;5174448
6;5123070
7;5064593
8;4786857
9;4519799
10;4436666
11;4371723
12;4265480
13;4159136
14;4082155
15;3997342
16;4009527
17;3943828
18;3848074
19;3727213
20;3600135
21;3520562
22;3463079
23;3434693
24;3386330
25;3326506
26;3251183
27;3193422
28;3128956
29;3090156
30;3026815
31;2947997
32;2940213
33;2855262
34;2766040
35;2758173
36;2650530
37;2548677
38;2455623
39;2345120
40;2252491
41;2151782
42;2149661
43;2052344
44;1962436
45;1678676
46;1411362
47;1301892
48;1195077
49;1196762
50;1186983
51;1183993
52;1180680
53;1179678
54;1172775
55;1164470
56;1163235
57;1153295
58;1122582
59;1124404
60;1115661
61;1115302
62;1111495
63;1106946
64;1098143
65;1095841
66;1089810
67;1090067
68;1081018
69;1077935
70;1079813
71;1074670
72;1071321
73;1070399
74;1067643
75;1059675
76;1058453
77;1057815
78;1058140
79;1054663
80;1046638
81;1044927
82;1045791
83;1037875
84;1038894
85;1030071
86;1074970
87;1027233
88;1022447
89;1023915
90;1018542
91;1016693
92;1012163
93;1011302
94;1002348
95;1002322
96;992415
97;1001432
98;1004455
99;1006724
100;1006941
101;1036478
102;1036128
103;1029326
104;1029884
105;1037519
106;1032198
107;1031722
108;1027865
109;1036313
110;1034461
111;1035311
112;1028980
113;1038024
114;1035171
115;1031306
116;1031002
117;1029138
118;1023870
119;1023592
120;1021339
121;1031005
122;1023685
123;1023674
124;1018795
125;1026708
126;1021521
127;1021439
128;1015934
129;1020261
130;1020005
131;1016312
132;1025467
133;1023473
134;1022159
135;1018362
136;1025040
137;1023091
138;1016221
139;1018133
140;1023241
141;1023813
142;1021068
143;1025883
144;1036228
145;1013674
146;1018197
147;1018484
148;997719
149;998427
150;1002643
151;1015051
152;1025479
153;1017868
154;1020299
155;1022885
156;1025978
157;1017978
158;1010113
159;1012921
160;1014725
161;1010683
162;1010377
163;1008039
164;1020752
165;1015179
166;1017873
167;1017933
168;1014692
169;1010580
170;1011480
171;1012264
172;1014036
173;1009976
174;1009828
175;1009628
176;1006490
177;1008259
178;999788
179;1002092
180;1013873
181;1018264
182;1016933
183;1014582
184;1016242
185;1012031
186;1011920
187;1011773
188;1010174
189;1005042
190;1007008
191;1007092
192;1004141
193;997328
194;1002304
195;1014816
196;1014143
197;1007365
198;999839
199;1000357
200;1012162
201;1012587
202;1007680
203;1009382
204;1009705
205;1007932
206;1008001
207;1012136
208;1010254
209;1010372
210;1010653
211;1011780
212;1005736
213;1003146
214;1002831
215;1013500
216;1010187
217;1010206
218;1010131
219;1011791
220;1005745
221;1007570
222;1010776
223;1022539
224;1022249
225;1015690
226;1010823
227;1007683
228;998387
229;1003124
230;1011119
231;1018179
232;1011560
233;1012823
234;1011151
235;1018204
236;1016199
237;1013687
238;1013389
239;1018878
240;1013778
241;1003300
242;995981
243;1002861
244;1009024
245;1006520
246;999014
247;1070665
